BrandCode,BrandDesc,BrandVariant,AdvParentCode,AdvSubsidCode,PCCSubCode,ProductID,AdvParentDesc,kw_label,PCCSubDesc
1370488,BLUE CROSS & BLUE SHIELD OF FLORIDA INSURANCE-HEALTH,BLUE CROSS & BLUE SHIELD OF FLORIDA INSURANCE-HEALTH,957492,957492,B212,2910,BLUE CROSS & BLUE SHIELD OF FLD INC,bcbs,MEDICAL & DENTAL INSURANCE
1370493,ANTHEM BLUE CROSS & BLUE SHLD OF CNNCTCT INSURANCE-HEALTH,ANTHEM BLUE CROSS & BLUE SHLD OF CNNCTCT INSURANCE-HEALTH,2304089,957495,B212,2910,ANTHEM INC,anthem,MEDICAL & DENTAL INSURANCE
1370515,ANTHEM BLUE CROSS & BLUE SHIELD OF OHIO INSURANCE-HEALTH,ANTHEM BLUE CROSS & BLUE SHIELD OF OHIO INSURANCE-HEALTH,2304089,957507,B212,2910,ANTHEM INC,anthem,MEDICAL & DENTAL INSURANCE
1370527,ANTHEM BLUE CROSS & BLUE SHIELD KENTUCKY INSURANCE-HEALTH,ANTHEM BLUE CROSS & BLUE SHIELD KENTUCKY INSURANCE-HEALTH,2304089,957513,B212,2910,ANTHEM INC,anthem,MEDICAL & DENTAL INSURANCE
1370530,ANTHEM BLUE CROSS & BLUE SHIELD INDIANA INSURANCE-HEALTH,ANTHEM BLUE CROSS & BLUE SHIELD INDIANA INSURANCE-HEALTH,2304089,957514,B212,2910,ANTHEM INC,anthem,MEDICAL & DENTAL INSURANCE
1370533,ARKANSAS BLUE CROSS & BLUE SHIELD INSURANCE-HEALTH,ARKANSAS BLUE CROSS & BLUE SHIELD INSURANCE-HEALTH,957516,957516,B212,2910,ARKANSAS BLUE CROSS & BLUE SHIELD,bcbs,MEDICAL & DENTAL INSURANCE
145879,HEALTHLINK MEDICAL SVCS,HEALTHLINK MEDICAL SVCS,2304089,129124,D249,961,ANTHEM INC,anthem,"HOSPITALS,PHYSICIANS & MISC.PHYSICAL CULTURE"
1822903,HORIZONS CHURCH RELIGIOUS CTR,HORIZONS CHURCH RELIGIOUS CTR,1182592,1182592,B189,2796,HORIZONS CHURCH,horizon,MISCELLANEOUS ORGANIZATION ADVERTISING
1675441,METCARE MEDICAL SVCS,METCARE MEDICAL SVCS,13054,1108562,D249,961,HUMANA INC,humana,"HOSPITALS,PHYSICIANS & MISC.PHYSICAL CULTURE"
1823478,HORIZON WAREHOUSE LIQUOR STORE-LIQUOR,HORIZON WAREHOUSE LIQUOR STORE-LIQUOR,1182206,1182206,G716,1563,HORIZON WAREHOUSE LIQUOR INC,horizon,FOOD & LIQUOR STORES
146535,HORIZON BOOKS & NEWS STORE-BOOK,HORIZON BOOKS & NEWS STORE-BOOK,129770,129770,G719,1479,HORIZON BOOKS INC,horizon,MISCELLANEOUS RETAIL
1976060,BLUE CROSS & BLUE SHIELD OF ALABAMA INSURANCE-HEALTH,BLUE CROSS & BLUE SHIELD OF ALABAMA INSURANCE-HEALTH BLUE ADVANTAGE,957400,957400,B212,2910,BLUE CROSS & BLUE SHILD OF ALABAMA,bcbs,MEDICAL & DENTAL INSURANCE
1679309,HORIZON SVCS CHARITABLE ORGN,HORIZON SVCS CHARITABLE ORGN,1111184,1111184,B189,267,HORIZON SVCS INC-SF,horizon,MISCELLANEOUS ORGANIZATION ADVERTISING
